Date,Close,Volume,Stock
2020-07-09,125.22,13932911,AAPL
2020-07-10,115.09,18232704,AAPL
2020-07-11,120.94,10292385,AAPL
2020-07-12,103.06,18340907,AAPL
2020-07-13,125.49,16508334,AAPL
2020-07-14,122.88,14685915,AAPL
2020-07-15,109.06,17366971,AAPL
2020-07-16,109.56,15145598,AAPL
2020-07-17,111.94,19128087,AAPL
2020-07-18,108.92,10234374,AAPL
2020-07-19,125.09,17248377,AAPL
2020-07-20,118.58,18444030,AAPL
2020-07-21,108.36,11857488,AAPL
2020-07-22,118.68,15460888,AAPL
2020-07-23,125.98,19103444,AAPL
2020-07-24,108.66,19975295,AAPL
2020-07-25,121.18,13916866,AAPL
2020-07-26,101.56,12636871,AAPL
2020-07-27,129.53,17871436,AAPL
2020-07-28,117.63,15341049,AAPL
2020-07-29,112.69,19132248,AAPL
2020-07-30,107.89,16085924,AAPL
2020-07-31,112.67,12587509,AAPL
2020-08-01,119.19,16169612,AAPL
2020-08-02,112.81,19403958,AAPL
2020-08-03,125.61,15859821,AAPL
2020-08-04,113.48,18004655,AAPL
2020-08-05,118.63,13669190,AAPL
2020-08-06,120.78,15727993,AAPL
2020-08-07,115.01,12369637,AAPL
2020-08-08,121.08,17409233,AAPL
2020-08-09,131.02,15954219,AAPL
2020-08-10,110.0,14707940,AAPL
2020-08-11,102.27,15859043,AAPL
2020-08-12,111.27,13365400,AAPL
2020-08-13,123.26,18292067,AAPL
2020-08-14,104.67,10976142,AAPL
2020-08-15,103.36,17415906,AAPL
2020-08-16,115.74,18986401,AAPL
2020-08-17,105.37,14667336,AAPL
2020-08-18,110.08,13390115,AAPL
2020-08-19,120.79,18471955,AAPL
2020-08-20,124.57,15298758,AAPL
2020-08-21,117.07,16462355,AAPL
2020-08-22,113.34,14845065,AAPL
2020-08-23,117.62,15645070,AAPL
2020-08-24,115.82,10744435,AAPL
2020-08-25,104.48,19437564,AAPL
2020-08-26,120.64,11633543,AAPL
2020-08-27,106.9,15099019,AAPL
2020-08-28,122.48,12834274,AAPL
2020-08-29,101.31,15727050,AAPL
2020-08-30,114.33,18527764,AAPL
2020-08-31,118.85,15127102,AAPL
2020-09-01,119.21,13339711,AAPL
2020-09-02,118.13,10022762,AAPL
2020-09-03,113.34,15591193,AAPL
2020-09-04,112.52,14666872,AAPL
2020-09-05,130.35,10687094,AAPL
2020-09-06,117.51,19037265,AAPL
2020-09-07,106.96,19814697,AAPL
2020-09-08,107.82,12614790,AAPL
2020-09-09,107.08,12160429,AAPL
2020-09-10,127.91,12713709,AAPL
2020-09-11,124.17,13936830,AAPL
2020-09-12,118.2,11006341,AAPL
2020-09-13,102.03,11981970,AAPL
2020-09-14,118.53,18860787,AAPL
2020-09-15,123.48,12439570,AAPL
2020-09-16,107.01,15994195,AAPL
2020-09-17,124.0,16269342,AAPL
2020-09-18,106.65,15081518,AAPL
2020-09-19,111.96,17929115,AAPL
2020-09-20,108.8,16480876,AAPL
2020-09-21,117.05,14500633,AAPL
2020-09-22,108.68,19569595,AAPL
2020-09-23,121.69,12834448,AAPL
2020-09-24,128.03,15504646,AAPL
2020-09-25,108.81,19843337,AAPL
2020-09-26,107.21,18553973,AAPL
2020-09-27,115.19,18955490,AAPL
2020-09-28,113.93,12063097,AAPL
2020-09-29,120.52,19497603,AAPL
2020-09-30,121.33,13820065,AAPL
2020-10-01,115.52,18768640,AAPL
2020-10-02,103.48,19375437,AAPL
2020-10-03,123.44,14229850,AAPL
2020-10-04,113.43,17165600,AAPL
2020-10-05,109.62,16702237,AAPL
2020-10-06,126.79,14459265,AAPL
2020-10-07,113.72,15389834,AAPL
2020-10-08,118.29,14641305,AAPL
2020-10-09,113.93,12769431,AAPL
2020-10-10,106.78,11076170,AAPL
2020-10-11,122.44,11480754,AAPL
2020-10-12,120.59,11090439,AAPL
2020-10-13,115.08,18298178,AAPL
2020-10-14,115.6,14781381,AAPL
2020-10-15,126.08,18055216,AAPL
2020-10-16,109.55,19364775,AAPL
2020-10-17,121.71,10618510,AAPL
2020-10-18,109.86,16158935,AAPL
2020-10-19,116.93,16958111,AAPL
2020-10-20,111.25,15036405,AAPL
2020-10-21,117.23,11339903,AAPL
2020-10-22,102.99,17429946,AAPL
2020-10-23,116.45,12625343,AAPL
2020-10-24,103.28,14789017,AAPL
2020-10-25,105.66,18255789,AAPL
2020-10-26,116.78,14684935,AAPL
2020-10-27,114.18,14152832,AAPL
2020-10-28,115.3,13354611,AAPL
2020-10-29,121.54,15251824,AAPL
2020-10-30,117.06,12181975,AAPL
2020-10-31,116.55,19823673,AAPL
2020-11-01,116.45,12143528,AAPL
2020-11-02,104.73,19350099,AAPL
2020-11-03,105.94,14706498,AAPL
2020-11-04,114.04,13631776,AAPL
2020-11-05,123.59,11660115,AAPL
2020-11-06,112.09,13003683,AAPL
2020-11-07,126.83,10175766,AAPL
2020-11-08,119.38,15415026,AAPL
2020-11-09,118.81,19611057,AAPL
2020-11-10,112.21,14056089,AAPL
2020-11-11,114.39,16224150,AAPL
2020-11-12,111.68,15065381,AAPL
2020-11-13,107.29,11763465,AAPL
2020-11-14,111.2,19785680,AAPL
2020-11-15,110.41,14654702,AAPL
2020-11-16,123.04,15671381,AAPL
2020-11-17,120.92,19929721,AAPL
2020-11-18,112.64,10609831,AAPL
2020-11-19,104.85,11686719,AAPL
2020-11-20,106.54,19694157,AAPL
2020-11-21,113.7,15549483,AAPL
2020-11-22,110.85,19895698,AAPL
2020-11-23,121.72,18200630,AAPL
2020-11-24,123.78,10136220,AAPL
2020-11-25,115.94,12123046,AAPL
2020-11-26,113.0,12380599,AAPL
2020-11-27,117.17,10983911,AAPL
2020-11-28,115.26,18253956,AAPL
2020-11-29,116.37,13143681,AAPL
2020-11-30,107.99,11685796,AAPL
2020-12-01,117.62,17916029,AAPL
2020-12-02,115.82,19109374,AAPL
2020-12-03,120.77,18564538,AAPL
2020-12-04,118.81,17343982,AAPL
2020-12-05,128.99,12888151,AAPL
2020-12-06,107.99,13751620,AAPL
2020-12-07,117.67,16483782,AAPL
2020-12-08,123.79,18006337,AAPL
2020-12-09,116.02,12621449,AAPL
2020-12-10,119.63,13309014,AAPL
2020-12-11,108.89,19517073,AAPL
2020-12-12,117.68,19263621,AAPL
2020-12-13,116.58,15570469,AAPL
2020-12-14,117.9,13384112,AAPL
2020-12-15,112.93,15526139,AAPL
2020-12-16,125.79,16254101,AAPL
2020-12-17,120.97,17162542,AAPL
2020-12-18,112.2,16495807,AAPL
2020-12-19,109.63,17393245,AAPL
2020-12-20,132.07,14900231,AAPL
2020-12-21,116.53,11476252,AAPL
2020-12-22,111.78,13120402,AAPL
2020-12-23,112.28,14974140,AAPL
2020-12-24,107.35,16228935,AAPL
2020-12-25,115.05,14113241,AAPL
2020-12-26,106.11,19490465,AAPL
2020-12-27,120.02,14876149,AAPL
2020-12-28,120.87,15569875,AAPL
2020-12-29,117.17,17460550,AAPL
2020-12-30,128.76,18332696,AAPL
2020-12-31,105.65,17635520,AAPL
2021-01-01,124.16,13028162,AAPL
2021-01-02,108.79,15557959,AAPL
2021-01-03,116.1,17105861,AAPL
2021-01-04,101.05,14678541,AAPL
2021-01-05,118.06,18009638,AAPL
2021-01-06,105.14,10576252,AAPL
2021-01-07,104.55,17800333,AAPL
2021-01-08,106.84,11403366,AAPL
2021-01-09,115.47,12175276,AAPL
2021-01-10,111.66,19060989,AAPL
2021-01-11,112.8,11673646,AAPL
2021-01-12,120.7,19003777,AAPL
2021-01-13,108.55,16150295,AAPL
2021-01-14,120.17,13208117,AAPL
2021-01-15,109.37,17133550,AAPL
2021-01-16,130.0,11127812,AAPL
2021-01-17,123.22,11062752,AAPL
2021-01-18,115.1,16961097,AAPL
2021-01-19,101.89,13761124,AAPL
2021-01-20,119.1,14224315,AAPL
2021-01-21,116.84,13352927,AAPL
2021-01-22,117.28,10720278,AAPL
2021-01-23,109.1,13263299,AAPL
2021-01-24,105.58,10213415,AAPL
2021-01-25,107.22,12763472,AAPL
2021-01-26,109.37,17756012,AAPL
2021-01-27,113.74,17969899,AAPL
2021-01-28,108.26,13179381,AAPL
2021-01-29,110.59,17826835,AAPL
2021-01-30,126.83,15919148,AAPL
2021-01-31,107.86,17611015,AAPL
2021-02-01,101.66,16522943,AAPL
2021-02-02,130.12,19711933,AAPL
2021-02-03,105.94,12027189,AAPL
2021-02-04,117.81,14071106,AAPL
2021-02-05,106.9,12889566,AAPL
2021-02-06,124.73,12196880,AAPL
2021-02-07,122.7,13882519,AAPL
2021-02-08,115.12,17425831,AAPL
2021-02-09,106.84,16931609,AAPL
2021-02-10,101.41,15094710,AAPL
2021-02-11,123.91,19751428,AAPL
2021-02-12,116.17,16243853,AAPL
2021-02-13,119.55,11821559,AAPL
2021-02-14,109.85,16062626,AAPL
2021-02-15,107.97,12604404,AAPL
2021-02-16,118.72,17251317,AAPL
2021-02-17,119.57,11426942,AAPL
2021-02-18,118.23,16727880,AAPL
2021-02-19,128.95,17843560,AAPL
2021-02-20,126.09,16258742,AAPL
2021-02-21,111.01,11990431,AAPL
2021-02-22,125.36,13428617,AAPL
2021-02-23,107.02,18917231,AAPL
2021-02-24,129.75,13136471,AAPL
2021-02-25,111.38,15420264,AAPL
2021-02-26,116.29,11877200,AAPL
2021-02-27,123.71,19087599,AAPL
2021-02-28,119.13,19132491,AAPL
2021-03-01,110.88,11983722,AAPL
2021-03-02,114.47,16285368,AAPL
2021-03-03,115.9,19594261,AAPL
2021-03-04,109.8,15989387,AAPL
2021-03-05,113.0,15159326,AAPL
2021-03-06,129.45,10675641,AAPL
2021-03-07,120.93,12391410,AAPL
2021-03-08,124.32,17997201,AAPL
2021-03-09,105.35,15744021,AAPL
2021-03-10,117.99,19113497,AAPL
2021-03-11,108.1,10319482,AAPL
2021-03-12,112.72,12018989,AAPL
2021-03-13,124.3,14881546,AAPL
2021-03-14,126.79,16287363,AAPL
2021-03-15,112.39,14748296,AAPL
2021-03-16,122.36,15396617,AAPL
2021-03-17,109.44,10523220,AAPL
2021-03-18,104.69,12875593,AAPL
2021-03-19,124.45,16476365,AAPL
2021-03-20,118.81,18890616,AAPL
2021-03-21,117.44,10957813,AAPL
2021-03-22,114.5,19327424,AAPL
2021-03-23,102.73,15392813,AAPL
2021-03-24,103.48,15086050,AAPL
2021-03-25,103.07,14937901,AAPL
2021-03-26,118.41,18950728,AAPL
2021-03-27,127.94,11391503,AAPL
2021-03-28,113.31,10759931,AAPL
2021-03-29,124.26,15282213,AAPL
2021-03-30,110.43,13825559,AAPL
2021-03-31,126.14,17894007,AAPL
2021-04-01,107.48,10751211,AAPL
2021-04-02,106.91,16894402,AAPL
2021-04-03,114.78,13332386,AAPL
2021-04-04,119.74,13255536,AAPL
2021-04-05,129.13,15282632,AAPL
2021-04-06,127.94,13053568,AAPL
2021-04-07,121.62,12896120,AAPL
2021-04-08,102.65,11451416,AAPL
2021-04-09,109.49,17400562,AAPL
2021-04-10,121.48,18744682,AAPL
2021-04-11,111.21,19723613,AAPL
2021-04-12,121.64,13873456,AAPL
2021-04-13,128.55,17886159,AAPL
2021-04-14,121.35,11286429,AAPL
2021-04-15,116.74,19128697,AAPL
2021-04-16,111.49,12648832,AAPL
2021-04-17,121.75,19169587,AAPL
2021-04-18,110.63,16942957,AAPL
2021-04-19,117.39,19923881,AAPL
2021-04-20,119.77,13303446,AAPL
2021-04-21,122.31,10468165,AAPL
2021-04-22,105.19,18713420,AAPL
2021-04-23,132.86,16715199,AAPL
2021-04-24,104.33,19110781,AAPL
2021-04-25,125.16,13167786,AAPL
2021-04-26,107.71,19591768,AAPL
2021-04-27,117.18,17866179,AAPL
2021-04-28,116.62,13216128,AAPL
2021-04-29,123.78,14284595,AAPL
2021-04-30,111.11,14210665,AAPL
2021-05-01,102.17,15928033,AAPL
2021-05-02,103.71,17443214,AAPL
2021-05-03,107.85,14340946,AAPL
2021-05-04,103.91,12381438,AAPL
2021-05-05,108.13,14924501,AAPL
2021-05-06,113.99,17310770,AAPL
2021-05-07,123.95,14798354,AAPL
2021-05-08,105.58,16247784,AAPL
2021-05-09,111.88,16601690,AAPL
2021-05-10,116.57,19792948,AAPL
2021-05-11,122.83,15122537,AAPL
2021-05-12,125.12,16898382,AAPL
2021-05-13,106.37,18166387,AAPL
2021-05-14,110.91,19326778,AAPL
2021-05-15,108.41,12060036,AAPL
2021-05-16,121.34,15975602,AAPL
2021-05-17,123.5,10542337,AAPL
2021-05-18,101.88,17967385,AAPL
2021-05-19,104.96,10425820,AAPL
2021-05-20,118.98,17409763,AAPL
2021-05-21,132.79,11386098,AAPL
2021-05-22,125.06,13631801,AAPL
2021-05-23,108.76,15773905,AAPL
2021-05-24,120.29,15610324,AAPL
2021-05-25,116.69,10357326,AAPL
2021-05-26,112.1,14020190,AAPL
2021-05-27,119.12,19615413,AAPL
2021-05-28,123.98,17240430,AAPL
2021-05-29,117.8,11066185,AAPL
2021-05-30,116.81,12514607,AAPL
2021-05-31,121.33,15191543,AAPL
2021-06-01,105.76,17712637,AAPL
2021-06-02,103.65,18746181,AAPL
2021-06-03,112.27,15298731,AAPL
2021-06-04,106.42,12801650,AAPL
2021-06-05,100.95,13397663,AAPL
2021-06-06,106.45,19319884,AAPL
2021-06-07,123.33,15583888,AAPL
2021-06-08,131.03,18203640,AAPL
2021-06-09,120.8,13212637,AAPL
2021-06-10,112.38,19898885,AAPL
2021-06-11,111.89,12248543,AAPL
2021-06-12,102.02,13063216,AAPL
2021-06-13,120.44,12927619,AAPL
2021-06-14,115.09,13270178,AAPL
2021-06-15,115.35,19058006,AAPL
2021-06-16,104.97,15625672,AAPL
2021-06-17,119.83,17793823,AAPL
2021-06-18,112.82,13169695,AAPL
2021-06-19,129.81,13798653,AAPL
2021-06-20,104.47,18395415,AAPL
2021-06-21,117.62,16159665,AAPL
2021-06-22,119.3,12935890,AAPL
2021-06-23,104.52,13281859,AAPL
2021-06-24,117.46,15679153,AAPL
2021-06-25,116.07,12261875,AAPL
2021-06-26,120.32,15988416,AAPL
2021-06-27,106.21,11257709,AAPL
2021-06-28,124.34,15790988,AAPL
2021-06-29,119.27,16232888,AAPL
2021-06-30,118.43,13874177,AAPL
2021-07-01,115.63,10164162,AAPL
2021-07-02,102.18,16042175,AAPL
2021-07-03,119.2,14348982,AAPL
2021-07-04,113.04,19392113,AAPL
2021-07-05,102.35,14387832,AAPL
2021-07-06,108.32,19212024,AAPL
2021-07-07,108.59,11875778,AAPL
2021-07-08,120.83,18409983,AAPL
2021-07-09,106.11,12157634,AAPL
2021-07-10,103.42,14013626,AAPL
2021-07-11,108.64,17117733,AAPL
2021-07-12,114.73,19965107,AAPL
2021-07-13,108.3,12675788,AAPL
2021-07-14,121.95,18149680,AAPL
2021-07-15,110.74,10507762,AAPL
2021-07-16,111.13,19709481,AAPL
2021-07-17,102.59,16054074,AAPL
2021-07-18,109.27,15209748,AAPL
2021-07-19,111.85,11418211,AAPL
2021-07-20,116.66,15958683,AAPL
2021-07-21,106.53,17815245,AAPL
2021-07-22,109.46,19907401,AAPL
2021-07-23,125.01,14719243,AAPL
2021-07-24,127.19,17984943,AAPL
2021-07-25,125.69,11710054,AAPL
2021-07-26,118.15,17803472,AAPL
2021-07-27,107.56,14868990,AAPL
2021-07-28,103.35,14208296,AAPL
2021-07-29,117.08,17998987,AAPL
2021-07-30,113.56,12849905,AAPL
2021-07-31,111.65,15090130,AAPL
2021-08-01,133.43,15285862,AAPL
2021-08-02,114.12,11151240,AAPL
2021-08-03,105.37,13323609,AAPL
2021-08-04,109.49,17758498,AAPL
2021-08-05,118.67,18105142,AAPL
2021-08-06,123.52,18678526,AAPL
2021-08-07,113.98,10037257,AAPL
2021-08-08,110.06,10467465,AAPL
2021-08-09,114.27,13553591,AAPL
2021-08-10,128.23,14348830,AAPL
2021-08-11,105.77,17990601,AAPL
2021-08-12,101.27,15228288,AAPL
2021-08-13,107.85,17246786,AAPL
2021-08-14,114.95,18892696,AAPL
2021-08-15,118.07,12604687,AAPL
2021-08-16,106.82,10953685,AAPL
2021-08-17,110.83,11775009,AAPL
2021-08-18,105.12,10903153,AAPL
2021-08-19,102.94,16302308,AAPL
2021-08-20,106.14,18668128,AAPL
2021-08-21,121.25,11830274,AAPL
2021-08-22,123.13,12447434,AAPL
2021-08-23,121.3,15011749,AAPL
2021-08-24,105.13,13067609,AAPL
2021-08-25,112.07,11649161,AAPL
2021-08-26,119.98,10280481,AAPL
2021-08-27,102.77,15979301,AAPL
2021-08-28,116.41,11676550,AAPL
2021-08-29,118.98,14963165,AAPL
2021-08-30,100.75,11175612,AAPL
2021-08-31,121.43,11459798,AAPL
2021-09-01,117.0,12701603,AAPL
2021-09-02,108.35,11532207,AAPL
2021-09-03,116.4,13126855,AAPL
2021-09-04,116.86,12533649,AAPL
2021-09-05,103.4,13039801,AAPL
2021-09-06,121.55,17468576,AAPL
2021-09-07,134.13,16970121,AAPL
2021-09-08,104.71,16009014,AAPL
2021-09-09,104.15,17803839,AAPL
2021-09-10,109.42,12819791,AAPL
2021-09-11,110.2,13772619,AAPL
2021-09-12,103.08,17377227,AAPL
2021-09-13,109.28,10795312,AAPL
2021-09-14,119.83,13202597,AAPL
2021-09-15,101.6,11790924,AAPL
2021-09-16,114.61,16571079,AAPL
2021-09-17,121.26,16761694,AAPL
2021-09-18,122.47,16733693,AAPL
2021-09-19,113.01,14883631,AAPL
2021-09-20,111.94,18143149,AAPL
2021-09-21,112.19,19862817,AAPL
2021-09-22,112.74,17592930,AAPL
2021-09-23,122.65,15766397,AAPL
2021-09-24,117.87,17635828,AAPL
2021-09-25,117.75,17890371,AAPL
2021-09-26,122.12,14098969,AAPL
2021-09-27,120.57,11188311,AAPL
2021-09-28,119.05,14692504,AAPL
2021-09-29,111.44,17616788,AAPL
2021-09-30,112.01,18341747,AAPL
2021-10-01,129.02,14769321,AAPL
2021-10-02,107.09,15129319,AAPL
2021-10-03,109.03,19112918,AAPL
2021-10-04,112.21,16640807,AAPL
2021-10-05,104.37,18138546,AAPL
2021-10-06,111.0,17609491,AAPL
2021-10-07,123.93,14969024,AAPL
2021-10-08,107.4,15461650,AAPL
2021-10-09,122.75,14067661,AAPL
2021-10-10,104.09,10916464,AAPL
2021-10-11,113.22,16272198,AAPL
2021-10-12,124.78,12615246,AAPL
2021-10-13,107.37,12811294,AAPL
2021-10-14,106.28,11891485,AAPL
2021-10-15,112.32,17865267,AAPL
2021-10-16,122.73,11539939,AAPL
2021-10-17,112.46,16388817,AAPL
2021-10-18,109.92,18954436,AAPL
2021-10-19,117.37,13277014,AAPL
2021-10-20,102.88,15304955,AAPL
2021-10-21,106.97,11839758,AAPL
2021-10-22,112.27,14934318,AAPL
2021-10-23,109.14,15439795,AAPL
2021-10-24,108.34,18882584,AAPL
2021-10-25,108.9,15810914,AAPL
2021-10-26,128.69,16272412,AAPL
2021-10-27,103.31,15217923,AAPL
2021-10-28,113.56,12751241,AAPL
2021-10-29,113.81,16884658,AAPL
2021-10-30,120.59,18724823,AAPL
2021-10-31,128.9,16799507,AAPL
2021-11-01,124.56,15380416,AAPL
2021-11-02,118.42,14852180,AAPL
2021-11-03,123.28,16413614,AAPL
2021-11-04,117.03,19338986,AAPL
2021-11-05,119.46,18843540,AAPL
2021-11-06,115.66,11185899,AAPL
2021-11-07,103.64,17164252,AAPL
2021-11-08,116.3,11115983,AAPL
2021-11-09,108.73,10741669,AAPL
2021-11-10,126.41,12153155,AAPL
2021-11-11,119.97,16755277,AAPL
2021-11-12,118.81,17781563,AAPL
2021-11-13,105.5,19932639,AAPL
2021-11-14,110.22,15292504,AAPL
2021-11-15,115.45,14939505,AAPL
2021-11-16,107.0,12148056,AAPL
2021-11-17,102.56,10341804,AAPL
2021-11-18,108.0,11777256,AAPL
2021-11-19,113.62,10883029,AAPL
2021-11-20,121.8,16129533,AAPL
2021-11-21,123.66,11324910,AAPL
2021-11-22,112.49,19359098,AAPL
2021-11-23,123.66,14908899,AAPL
2021-11-24,127.32,19975003,AAPL
2021-11-25,117.53,18649102,AAPL
2021-11-26,125.4,16704267,AAPL
2021-11-27,112.49,14864314,AAPL
2021-11-28,118.38,10663428,AAPL
