Date,Open,High,Low,Close,Adj Close,Volume,Stock
2023-03-20,121.12,123.67,116.93,122.76,122.76,4050,AAPL
2023-03-21,111.78,119.72,102.63,115.8,115.8,3403,AAPL
2023-03-22,185.41,187.87,183.57,187.6,187.6,1332,AAPL
2023-03-23,116.48,118.55,107.13,117.61,117.61,4821,AAPL
2023-03-24,176.74,184.02,172.25,177.75,177.75,9683,AAPL
2023-03-25,143.11,148.18,134.31,147.98,147.98,3586,AAPL
2023-03-26,180.7,182.34,176.03,176.43,176.43,7066,AAPL
2023-03-27,119.56,120.6,118.41,120.02,120.02,5852,AAPL
2023-03-28,176.46,185.51,173.34,173.76,173.76,7049,AAPL
2023-03-29,198.81,200.49,197.68,200.08,200.08,3537,AAPL
2023-03-30,127.71,132.37,123.58,125.42,125.42,6728,AAPL
2023-03-31,142.92,150.29,135.5,138.86,138.86,4782,AAPL
2023-04-01,173.75,176.36,167.08,175.17,175.17,4162,AAPL
2023-04-02,113.75,116.69,111.13,111.21,111.21,5183,AAPL
2023-04-03,144.88,149.38,137.39,144.94,144.94,5030,AAPL
2023-04-04,153.39,157.24,149.81,149.92,149.92,2827,AAPL
2023-04-05,138.33,142.83,135.67,137.18,137.18,8440,AAPL
2023-04-06,191.57,193.49,186.61,190.63,190.63,4048,AAPL
2023-04-07,108.36,117.19,105.41,116.09,116.09,6733,AAPL
2023-04-08,177.62,183.67,168.9,171.58,171.58,4833,AAPL
2023-04-09,165.68,169.22,159.04,166.79,166.79,7708,AAPL
2023-04-10,104.88,113.51,101.2,102.1,102.1,1516,AAPL
2023-04-11,136.51,138.96,131.41,135.42,135.42,1875,AAPL
2023-04-12,191.42,193.84,188.75,192.0,192.0,7926,AAPL
2023-04-13,181.47,186.1,174.82,179.74,179.74,8611,AAPL
2023-04-14,199.54,205.2,196.23,199.73,199.73,9207,AAPL
2023-04-15,181.63,183.51,173.42,178.73,178.73,1244,AAPL
2023-04-16,197.4,198.64,195.18,196.04,196.04,6068,AAPL
2023-04-17,172.62,182.48,169.44,174.98,174.98,7920,AAPL
2023-04-18,110.38,113.36,103.91,109.46,109.46,3965,AAPL
2023-04-19,182.9,191.98,181.22,181.27,181.27,8095,AAPL
2023-04-20,126.55,130.99,118.82,128.12,128.12,9658,AAPL
2023-04-21,143.85,146.94,138.46,139.3,139.3,6449,AAPL
2023-04-22,136.37,141.37,127.02,131.9,131.9,1471,AAPL
2023-04-23,132.77,135.08,128.46,134.76,134.76,9979,AAPL
2023-04-24,113.4,117.35,110.53,111.81,111.81,5162,AAPL
2023-04-25,169.86,176.91,161.35,171.03,171.03,3288,AAPL
2023-04-26,115.19,124.43,107.69,117.13,117.13,6866,AAPL
2023-04-27,184.17,187.44,176.35,183.29,183.29,3803,AAPL
2023-04-28,192.26,201.04,188.82,193.16,193.16,5333,AAPL
2023-04-29,189.09,198.06,183.65,189.45,189.45,7861,AAPL
2023-04-30,195.68,197.19,190.85,195.22,195.22,6132,AAPL
2023-05-01,105.29,106.7,101.62,106.68,106.68,7338,AAPL
2023-05-02,105.81,108.73,97.3,98.17,98.17,5793,AAPL
2023-05-03,105.71,111.52,97.06,110.88,110.88,5307,AAPL
2023-05-04,108.33,111.02,101.4,109.49,109.49,6411,AAPL
2023-05-05,156.13,164.76,153.3,155.52,155.52,3000,AAPL
2023-05-06,113.7,114.83,104.66,111.17,111.17,4125,AAPL
2023-05-07,112.3,116.98,110.21,111.49,111.49,8796,AAPL
2023-05-08,166.09,171.84,158.83,171.19,171.19,5216,AAPL
2023-05-09,180.79,182.47,179.45,180.95,180.95,8930,AAPL
2023-05-10,137.39,141.52,130.68,137.45,137.45,8809,AAPL
2023-05-11,186.41,192.25,183.24,191.3,191.3,6366,AAPL
2023-05-12,109.16,111.0,99.65,110.66,110.66,7182,AAPL
2023-05-13,133.55,142.74,124.74,129.98,129.98,4771,AAPL
2023-05-14,191.32,197.75,187.46,197.21,197.21,1009,AAPL
2023-05-15,179.94,188.66,172.73,177.33,177.33,5586,AAPL
2023-05-16,141.21,146.64,131.31,136.62,136.62,2477,AAPL
2023-05-17,199.83,204.0,192.5,197.52,197.52,9135,AAPL
2023-05-18,142.51,148.98,136.33,148.54,148.54,7904,AAPL
2023-05-19,114.5,120.67,108.64,109.79,109.79,2079,AAPL
2023-05-20,177.26,181.17,175.26,176.14,176.14,7061,AAPL
2023-05-21,162.23,164.23,156.87,162.68,162.68,4966,AAPL
2023-05-22,148.37,155.0,143.12,147.12,147.12,7644,AAPL
2023-05-23,148.44,157.23,139.96,140.23,140.23,7258,AAPL
2023-05-24,198.07,203.09,191.53,199.83,199.83,9994,AAPL
2023-05-25,121.6,129.92,114.06,120.57,120.57,4556,AAPL
2023-05-26,134.85,138.78,125.57,134.34,134.34,3733,AAPL
2023-05-27,124.86,131.36,119.97,130.24,130.24,9729,AAPL
2023-05-28,138.66,142.81,132.67,133.04,133.04,8134,AAPL
2023-05-29,105.42,111.89,101.02,110.74,110.74,8026,AAPL
2023-05-30,107.34,112.36,101.56,109.01,109.01,4249,AAPL
2023-05-31,108.95,112.73,99.28,111.31,111.31,8105,AAPL
2023-06-01,199.76,201.78,194.59,197.61,197.61,6910,AAPL
2023-06-02,118.59,123.98,117.55,121.49,121.49,9992,AAPL
2023-06-03,100.11,106.08,92.43,97.79,97.79,1260,AAPL
2023-06-04,101.51,103.35,94.68,98.92,98.92,4229,AAPL
2023-06-05,104.84,111.31,98.53,101.33,101.33,1011,AAPL
2023-06-06,185.32,187.45,181.51,182.21,182.21,5671,AAPL
2023-06-07,156.61,164.32,147.02,147.27,147.27,7353,AAPL
2023-06-08,132.07,133.91,123.3,133.25,133.25,3632,AAPL
2023-06-09,161.96,163.26,152.16,158.37,158.37,2934,AAPL
2023-06-10,121.29,122.96,111.52,121.11,121.11,7356,AAPL
2023-06-11,102.64,110.28,93.42,108.72,108.72,6630,AAPL
2023-06-12,103.85,109.68,96.7,107.72,107.72,6970,AAPL
2023-06-13,110.42,114.64,101.82,108.05,108.05,8372,AAPL
2023-06-14,138.03,142.4,128.42,140.94,140.94,1496,AAPL
2023-06-15,107.63,112.34,98.98,103.61,103.61,9319,AAPL
2023-06-16,131.84,140.98,129.3,140.39,140.39,9502,AAPL
2023-06-17,196.35,197.6,187.63,196.18,196.18,5137,AAPL
2023-06-18,168.19,177.36,159.54,163.25,163.25,8829,AAPL
2023-06-19,148.95,152.17,143.87,145.66,145.66,7544,AAPL
2023-06-20,138.08,146.09,134.97,140.34,140.34,8099,AAPL
2023-06-21,119.88,126.28,110.58,121.41,121.41,3169,AAPL
2023-06-22,133.75,134.79,125.41,134.66,134.66,3341,AAPL
2023-06-23,141.91,148.6,138.17,140.6,140.6,1221,AAPL
2023-06-24,157.46,165.62,150.46,151.72,151.72,5031,AAPL
2023-06-25,190.1,198.65,184.15,191.1,191.1,7175,AAPL
2023-06-26,136.1,143.41,132.59,137.4,137.4,8861,AAPL
2023-06-27,130.54,135.09,123.24,123.64,123.64,8001,AAPL
2023-06-28,117.69,121.35,112.29,114.49,114.49,7780,AAPL
2023-06-29,199.2,201.72,192.93,199.03,199.03,3636,AAPL
2023-06-30,129.47,135.89,122.38,122.53,122.53,4886,AAPL
2023-07-01,150.87,153.27,141.27,148.9,148.9,6314,AAPL
2023-07-02,127.88,136.27,126.42,135.94,135.94,7276,AAPL
2023-07-03,123.55,130.63,115.62,128.0,128.0,6057,AAPL
2023-07-04,129.74,132.82,119.76,124.55,124.55,4770,AAPL
2023-07-05,160.27,162.03,158.16,160.82,160.82,9760,AAPL
2023-07-06,130.31,132.78,120.79,124.41,124.41,9262,AAPL
2023-07-07,153.01,160.29,146.46,151.49,151.49,8033,AAPL
2023-07-08,172.49,178.15,168.59,174.58,174.58,6269,AAPL
2023-07-09,131.17,139.72,123.65,125.18,125.18,1977,AAPL
2023-07-10,112.77,114.28,109.55,113.15,113.15,2491,AAPL
2023-07-11,104.58,109.06,100.95,105.9,105.9,6986,AAPL
2023-07-12,198.86,207.16,192.88,205.64,205.64,3552,AAPL
2023-07-13,132.0,139.25,128.17,136.63,136.63,1556,AAPL
2023-07-14,175.03,178.4,169.38,176.27,176.27,7679,AAPL
2023-07-15,145.29,151.04,142.29,150.45,150.45,2650,AAPL
2023-07-16,144.86,151.66,143.83,150.64,150.64,2231,AAPL
2023-07-17,125.29,130.12,121.35,129.5,129.5,8421,AAPL
2023-07-18,199.63,209.58,192.29,202.1,202.1,9179,AAPL
2023-07-19,159.22,160.49,152.84,156.82,156.82,6702,AAPL
2023-07-20,111.37,119.03,105.97,110.61,110.61,7435,AAPL
2023-07-21,199.09,204.67,190.76,200.07,200.07,1588,AAPL
2023-07-22,165.23,170.58,163.01,163.73,163.73,3579,AAPL
2023-07-23,177.89,184.64,170.37,174.26,174.26,5926,AAPL
2023-07-24,144.64,149.98,135.68,138.58,138.58,4461,AAPL
2023-07-25,134.93,143.84,129.39,130.77,130.77,4547,AAPL
2023-07-26,171.03,174.44,165.41,171.19,171.19,8834,AAPL
2023-07-27,164.73,166.84,158.12,162.12,162.12,6480,AAPL
2023-07-28,175.41,185.09,165.68,178.04,178.04,4647,AAPL
2023-07-29,149.65,151.37,144.85,145.48,145.48,3884,AAPL
2023-07-30,115.26,118.36,108.46,110.6,110.6,1115,AAPL
2023-07-31,164.61,168.99,159.22,167.13,167.13,6929,AAPL
2023-08-01,151.82,161.64,150.18,154.64,154.64,2618,AAPL
2023-08-02,148.07,157.86,142.43,151.97,151.97,6465,AAPL
2023-08-03,159.74,162.68,150.48,160.48,160.48,9263,AAPL
2023-08-04,133.18,140.2,127.93,136.23,136.23,6136,AAPL
2023-08-05,109.96,111.72,102.36,111.01,111.01,4618,AAPL
2023-08-06,164.9,166.5,156.12,159.92,159.92,4398,AAPL
2023-08-07,159.23,164.1,156.96,163.93,163.93,5099,AAPL
2023-08-08,135.58,141.96,134.22,140.33,140.33,5220,AAPL
2023-08-09,195.1,199.42,188.25,193.84,193.84,8841,AAPL
2023-08-10,187.74,194.21,186.38,194.14,194.14,3393,AAPL
2023-08-11,114.25,119.83,109.28,117.23,117.23,2832,AAPL
2023-08-12,131.87,140.42,130.25,135.05,135.05,5207,AAPL
2023-08-13,197.97,207.18,193.55,203.31,203.31,9630,AAPL
2023-08-14,128.03,129.3,120.37,125.99,125.99,7431,AAPL
2023-08-15,161.2,166.39,156.37,158.39,158.39,7939,AAPL
2023-08-16,134.75,142.97,128.72,141.69,141.69,7854,AAPL
2023-08-17,141.04,142.35,132.46,135.38,135.38,3967,AAPL
2023-08-18,131.65,132.72,128.39,131.35,131.35,6035,AAPL
2023-08-19,122.14,125.59,116.01,117.38,117.38,1884,AAPL
2023-08-20,190.51,192.89,185.61,187.1,187.1,9968,AAPL
2023-08-21,151.5,154.54,144.98,148.98,148.98,7307,AAPL
2023-08-22,118.81,123.66,114.66,117.36,117.36,5466,AAPL
2023-08-23,112.12,116.92,105.56,112.4,112.4,3147,AAPL
2023-08-24,134.43,137.05,126.64,129.9,129.9,1227,AAPL
2023-08-25,114.23,117.73,107.86,117.38,117.38,2749,AAPL
2023-08-26,170.58,171.85,168.49,170.35,170.35,4672,AAPL
2023-08-27,111.27,113.52,101.46,108.06,108.06,2758,AAPL
2023-08-28,191.56,201.04,189.66,189.88,189.88,6424,AAPL
2023-08-29,155.64,159.61,152.55,154.87,154.87,6240,AAPL
2023-08-30,110.72,118.94,101.08,118.29,118.29,3941,AAPL
2023-08-31,102.73,112.22,101.59,110.99,110.99,7400,AAPL
2023-09-01,117.95,124.68,113.08,118.01,118.01,2137,AAPL
2023-09-02,185.22,188.47,182.33,185.85,185.85,5225,AAPL
2023-09-03,117.88,122.21,113.5,117.74,117.74,5572,AAPL
2023-09-04,185.45,192.84,177.39,187.62,187.62,9898,AAPL
2023-09-05,165.97,171.08,163.87,168.51,168.51,9812,AAPL
2023-09-06,162.89,167.99,161.64,165.96,165.96,2743,AAPL
2023-09-07,177.0,180.91,172.77,177.22,177.22,4061,AAPL
2023-09-08,160.4,168.1,152.84,158.99,158.99,6023,AAPL
2023-09-09,165.93,171.13,158.26,159.12,159.12,2633,AAPL
2023-09-10,124.05,128.37,119.92,120.96,120.96,8913,AAPL
2023-09-11,166.82,169.75,160.53,165.89,165.89,5360,AAPL
2023-09-12,133.06,142.57,131.74,136.0,136.0,5997,AAPL
2023-09-13,104.2,113.51,102.37,110.61,110.61,5992,AAPL
2023-09-14,114.59,118.18,108.93,110.69,110.69,2468,AAPL
2023-09-15,183.11,189.39,179.77,182.84,182.84,1561,AAPL
2023-09-16,169.96,171.86,167.02,169.47,169.47,8717,AAPL
2023-09-17,175.75,185.36,166.19,177.29,177.29,6674,AAPL
2023-09-18,150.14,158.06,148.67,156.52,156.52,8952,AAPL
2023-09-19,166.57,173.33,161.93,169.86,169.86,6704,AAPL
2023-09-20,144.35,154.1,135.37,149.57,149.57,4203,AAPL
2023-09-21,111.7,114.23,110.1,113.1,113.1,6437,AAPL
2023-09-22,173.26,174.44,169.97,174.12,174.12,9965,AAPL
2023-09-23,119.68,124.64,117.4,123.87,123.87,6726,AAPL
2023-09-24,103.86,113.59,94.7,99.55,99.55,3935,AAPL
2023-09-25,189.18,195.82,181.18,186.02,186.02,8028,AAPL
2023-09-26,172.04,181.91,170.65,173.21,173.21,7270,AAPL
2023-09-27,104.41,113.66,101.54,102.32,102.32,4635,AAPL
2023-09-28,176.33,185.73,168.95,178.8,178.8,4734,AAPL
2023-09-29,184.79,192.92,175.34,175.35,175.35,8095,AAPL
2023-09-30,192.09,200.45,189.43,198.09,198.09,2151,AAPL
2023-10-01,198.66,207.27,193.45,194.99,194.99,4591,AAPL
2023-10-02,125.87,129.22,117.22,126.14,126.14,2058,AAPL
2023-10-03,192.81,197.83,186.53,195.43,195.43,8526,AAPL
2023-10-04,147.35,149.81,140.75,148.39,148.39,5555,AAPL
2023-10-05,198.51,204.62,191.72,203.06,203.06,4449,AAPL
2023-10-06,134.08,139.77,127.42,134.67,134.67,9269,AAPL
2023-10-07,189.23,192.77,183.01,189.93,189.93,8910,AAPL
2023-10-08,187.22,188.62,178.72,187.69,187.69,2895,AAPL
2023-10-09,147.63,150.76,145.9,147.78,147.78,6538,AAPL
2023-10-10,170.15,174.85,166.26,168.91,168.91,5577,AAPL
2023-10-11,188.63,198.18,181.2,188.29,188.29,9972,AAPL
2023-10-12,107.72,116.48,99.44,108.5,108.5,1214,AAPL
2023-10-13,121.13,126.69,115.2,124.59,124.59,6495,AAPL
2023-10-14,130.07,135.38,126.97,129.08,129.08,2763,AAPL
2023-10-15,194.81,202.42,185.04,187.42,187.42,7255,AAPL
2023-10-16,106.5,110.47,102.61,107.11,107.11,3582,AAPL
2023-10-17,139.56,141.97,131.61,137.92,137.92,8708,AAPL
2023-10-18,175.38,179.67,171.17,177.93,177.93,6856,AAPL
2023-10-19,169.75,176.87,166.2,176.01,176.01,3327,AAPL
2023-10-20,189.73,191.81,180.75,184.78,184.78,4546,AAPL
2023-10-21,174.73,183.43,166.14,170.61,170.61,1181,AAPL
2023-10-22,164.85,166.49,161.47,163.99,163.99,8215,AAPL
2023-10-23,179.69,186.46,172.67,175.64,175.64,8773,AAPL
2023-10-24,150.07,155.48,140.38,143.3,143.3,3315,AAPL
2023-10-25,102.9,104.81,98.45,101.77,101.77,4181,AAPL
2023-10-26,155.01,160.55,145.24,155.39,155.39,9853,AAPL
2023-10-27,196.41,197.83,191.98,192.57,192.57,4467,AAPL
2023-10-28,137.45,146.32,129.18,141.85,141.85,2165,AAPL
2023-10-29,134.91,142.65,128.97,131.88,131.88,1475,AAPL
2023-10-30,111.8,120.73,109.48,111.04,111.04,5527,AAPL
2023-10-31,170.22,176.69,166.51,168.87,168.87,1240,AAPL
2023-11-01,111.78,114.25,110.54,112.56,112.56,9556,AAPL
2023-11-02,137.84,138.97,130.68,135.44,135.44,6322,AAPL
2023-11-03,153.48,160.36,151.62,155.99,155.99,1888,AAPL
2023-11-04,112.89,121.44,108.05,108.12,108.12,6156,AAPL
2023-11-05,138.04,143.82,131.39,134.08,134.08,2669,AAPL
2023-11-06,164.01,165.57,154.45,154.83,154.83,9554,AAPL
2023-11-07,164.67,169.26,163.27,168.52,168.52,9776,AAPL
2023-11-08,174.21,178.17,166.03,172.92,172.92,3313,AAPL
2023-11-09,121.63,130.87,116.01,127.87,127.87,8571,AAPL
2023-11-10,138.51,145.11,132.56,136.32,136.32,8197,AAPL
2023-11-11,196.68,201.87,193.69,197.44,197.44,7823,AAPL
2023-11-12,156.26,162.31,150.87,156.33,156.33,6785,AAPL
2023-11-13,113.73,117.37,107.39,111.68,111.68,7489,AAPL
2023-11-14,191.82,197.03,189.75,194.95,194.95,2788,AAPL
2023-11-15,182.69,191.11,172.81,188.46,188.46,4281,AAPL
2023-11-16,155.98,161.09,146.32,159.14,159.14,2876,AAPL
2023-11-17,187.81,194.26,186.76,187.98,187.98,2775,AAPL
2023-11-18,148.5,149.68,146.71,149.44,149.44,4837,AAPL
2023-11-19,139.09,144.26,135.62,137.57,137.57,1654,AAPL
2023-11-20,171.9,173.69,162.33,166.1,166.1,5054,AAPL
2023-11-21,133.22,139.59,131.92,133.58,133.58,1731,AAPL
2023-11-22,130.91,139.32,125.16,127.91,127.91,1004,AAPL
2023-11-23,153.62,159.62,151.59,155.67,155.67,8151,AAPL
2023-11-24,192.33,202.01,188.93,192.95,192.95,4540,AAPL
2023-11-25,169.76,176.76,163.43,164.26,164.26,5847,AAPL
2023-11-26,188.11,192.36,185.27,190.7,190.7,7698,AAPL
2023-11-27,168.48,178.47,164.26,170.77,170.77,9818,AAPL
2023-11-28,151.86,160.1,143.07,158.79,158.79,8601,AAPL
2023-11-29,141.85,145.54,134.82,142.19,142.19,1816,AAPL
2023-11-30,143.31,151.6,134.76,142.79,142.79,7725,AAPL
2023-12-01,147.35,151.08,144.51,150.06,150.06,3484,AAPL
2023-12-02,172.54,176.07,166.48,170.99,170.99,5685,AAPL
2023-12-03,132.0,140.14,128.36,129.99,129.99,7536,AAPL
2023-12-04,158.61,163.29,151.37,159.79,159.79,4435,AAPL
2023-12-05,167.5,168.94,166.5,168.49,168.49,2415,AAPL
2023-12-06,189.4,197.71,185.01,197.18,197.18,1732,AAPL
2023-12-07,144.51,147.31,135.0,144.18,144.18,5249,AAPL
2023-12-08,154.72,159.87,149.49,151.16,151.16,2073,AAPL
2023-12-09,181.06,189.95,177.12,182.08,182.08,7544,AAPL
2023-12-10,196.96,200.49,188.27,197.36,197.36,9022,AAPL
2023-12-11,188.09,192.4,186.48,188.26,188.26,2185,AAPL
2023-12-12,126.1,129.68,118.71,123.65,123.65,8438,AAPL
2023-12-13,187.54,191.69,180.58,188.88,188.88,8242,AAPL
2023-12-14,135.56,144.32,133.27,138.61,138.61,3503,AAPL
2023-12-15,193.09,194.17,186.94,189.8,189.8,7541,AAPL
2023-12-16,170.94,172.92,164.1,169.83,169.83,5139,AAPL
2023-12-17,110.2,116.66,108.25,113.0,113.0,9049,AAPL
2023-12-18,109.88,113.11,108.87,109.57,109.57,4855,AAPL
2023-12-19,190.7,195.44,183.26,195.13,195.13,8130,AAPL
2023-12-20,158.1,165.68,153.07,160.22,160.22,7021,AAPL
2023-12-21,149.76,155.16,148.5,150.5,150.5,4251,AAPL
2023-12-22,188.37,196.7,185.41,186.86,186.86,6810,AAPL
2023-12-23,160.41,167.32,154.07,164.09,164.09,6201,AAPL
2023-12-24,156.73,164.96,153.05,159.47,159.47,5347,AAPL
2023-12-25,113.29,115.22,105.03,107.48,107.48,9788,AAPL
2023-12-26,162.3,165.41,153.96,160.01,160.01,1400,AAPL
2023-12-27,167.08,173.91,161.39,166.49,166.49,3181,AAPL
2023-12-28,157.72,160.69,148.8,152.19,152.19,6768,AAPL
2023-12-29,170.65,177.62,168.97,169.72,169.72,7812,AAPL
2023-12-30,141.58,146.49,131.74,137.02,137.02,4441,AAPL
2023-12-31,150.18,153.57,147.53,150.59,150.59,4759,AAPL
