Date,Open,High,Low,Close,Adj Close,Volume,Stock
2023-06-02,131.43,139.43,123.59,137.86,137.86,9269,NVDA
2023-06-03,143.18,148.6,138.13,143.98,143.98,7254,NVDA
2023-06-04,155.35,160.05,152.1,153.74,153.74,9245,NVDA
2023-06-05,134.89,142.81,130.42,133.0,133.0,7701,NVDA
2023-06-06,161.8,163.41,153.8,161.44,161.44,3851,NVDA
2023-06-07,124.24,129.59,120.4,124.37,124.37,7664,NVDA
2023-06-08,147.38,157.14,137.66,145.16,145.16,7091,NVDA
2023-06-09,191.14,197.22,185.5,185.74,185.74,7450,NVDA
2023-06-10,129.51,139.27,126.35,129.78,129.78,6639,NVDA
2023-06-11,189.18,196.28,182.96,193.1,193.1,2454,NVDA
2023-06-12,117.51,125.02,115.48,117.95,117.95,3419,NVDA
2023-06-13,122.6,124.61,116.9,124.47,124.47,8765,NVDA
2023-06-14,175.92,178.35,166.35,173.72,173.72,3243,NVDA
2023-06-15,139.24,146.71,135.46,141.79,141.79,1936,NVDA
2023-06-16,174.41,179.35,164.93,172.97,172.97,8924,NVDA
2023-06-17,132.74,139.32,126.78,130.88,130.88,7284,NVDA
2023-06-18,131.14,136.2,126.55,133.83,133.83,1254,NVDA
2023-06-19,101.8,105.39,95.55,98.73,98.73,8702,NVDA
2023-06-20,147.0,149.31,139.71,147.39,147.39,8116,NVDA
2023-06-21,146.39,148.77,139.16,140.59,140.59,9033,NVDA
2023-06-22,113.31,116.75,106.66,112.21,112.21,6926,NVDA
2023-06-23,145.02,153.51,136.67,153.5,153.5,2120,NVDA
2023-06-24,149.48,155.47,141.21,146.94,146.94,3488,NVDA
2023-06-25,116.07,123.72,114.51,120.04,120.04,9924,NVDA
2023-06-26,139.68,147.73,132.21,141.01,141.01,2746,NVDA
2023-06-27,113.15,118.01,108.67,116.69,116.69,5409,NVDA
2023-06-28,134.8,140.28,129.64,134.45,134.45,8733,NVDA
2023-06-29,124.77,126.65,117.49,120.98,120.98,6880,NVDA
2023-06-30,181.3,185.94,174.23,177.13,177.13,5796,NVDA
2023-07-01,184.08,185.23,178.59,181.61,181.61,8588,NVDA
2023-07-02,192.23,198.73,184.67,193.63,193.63,2330,NVDA
2023-07-03,193.16,198.37,188.14,191.78,191.78,8753,NVDA
2023-07-04,194.31,200.97,191.29,198.03,198.03,1996,NVDA
2023-07-05,103.02,105.18,100.58,101.14,101.14,7312,NVDA
2023-07-06,107.86,115.63,103.31,115.07,115.07,1878,NVDA
2023-07-07,139.28,144.12,132.02,141.66,141.66,8732,NVDA
2023-07-08,141.75,143.43,138.78,139.87,139.87,8827,NVDA
2023-07-09,133.29,140.48,127.3,128.66,128.66,4562,NVDA
2023-07-10,103.24,107.21,99.92,105.93,105.93,8205,NVDA
2023-07-11,123.19,131.74,115.71,118.71,118.71,2493,NVDA
2023-07-12,149.92,155.13,147.02,149.89,149.89,8641,NVDA
2023-07-13,176.91,180.43,171.27,179.79,179.79,2621,NVDA
2023-07-14,176.27,182.21,169.52,177.83,177.83,6484,NVDA
2023-07-15,157.46,163.42,151.69,161.02,161.02,8717,NVDA
2023-07-16,125.44,132.78,124.36,132.59,132.59,4912,NVDA
2023-07-17,179.09,180.73,171.31,176.95,176.95,7978,NVDA
2023-07-18,106.19,109.75,103.2,106.21,106.21,7403,NVDA
2023-07-19,198.11,204.44,194.05,198.8,198.8,5758,NVDA
2023-07-20,160.72,167.53,157.18,164.89,164.89,3787,NVDA
2023-07-21,184.79,191.66,177.22,187.23,187.23,1510,NVDA
2023-07-22,100.76,105.7,95.13,100.15,100.15,1582,NVDA
2023-07-23,113.56,122.04,108.91,115.36,115.36,8772,NVDA
2023-07-24,194.01,200.33,185.47,191.81,191.81,4550,NVDA
2023-07-25,165.31,168.47,155.59,159.4,159.4,8920,NVDA
2023-07-26,166.37,174.29,156.62,159.72,159.72,7867,NVDA
2023-07-27,114.63,124.57,108.41,114.98,114.98,9981,NVDA
2023-07-28,182.3,190.27,173.48,180.83,180.83,8108,NVDA
2023-07-29,161.1,163.01,155.48,162.71,162.71,7483,NVDA
2023-07-30,175.38,176.99,172.02,176.67,176.67,4316,NVDA
2023-07-31,103.19,107.14,100.92,103.39,103.39,1172,NVDA
2023-08-01,134.75,139.77,126.36,131.46,131.46,8374,NVDA
2023-08-02,127.27,136.45,118.01,134.71,134.71,1392,NVDA
2023-08-03,133.02,139.81,124.37,131.44,131.44,5443,NVDA
2023-08-04,143.41,148.52,140.58,140.79,140.79,8157,NVDA
2023-08-05,184.56,193.87,179.15,183.1,183.1,6460,NVDA
2023-08-06,121.44,127.69,114.39,121.34,121.34,4973,NVDA
2023-08-07,154.6,164.36,146.12,149.57,149.57,4237,NVDA
2023-08-08,109.28,114.52,100.24,102.86,102.86,2664,NVDA
2023-08-09,182.75,191.7,179.3,183.96,183.96,4289,NVDA
2023-08-10,153.06,157.76,148.6,151.18,151.18,2689,NVDA
2023-08-11,125.0,130.77,119.31,119.92,119.92,6501,NVDA
2023-08-12,129.36,133.22,127.74,131.02,131.02,1907,NVDA
2023-08-13,181.05,184.81,173.07,174.72,174.72,2265,NVDA
2023-08-14,183.89,188.96,182.77,184.57,184.57,6600,NVDA
2023-08-15,160.31,168.28,153.5,167.69,167.69,5834,NVDA
2023-08-16,163.07,167.58,158.69,167.54,167.54,1487,NVDA
2023-08-17,119.64,128.39,115.66,121.38,121.38,4717,NVDA
2023-08-18,123.23,126.51,118.46,119.82,119.82,4470,NVDA
2023-08-19,176.09,183.86,175.04,176.13,176.13,2805,NVDA
2023-08-20,116.74,119.61,110.93,116.7,116.7,4578,NVDA
2023-08-21,187.84,190.6,181.42,182.84,182.84,1476,NVDA
2023-08-22,100.3,109.28,96.59,102.82,102.82,8180,NVDA
2023-08-23,178.8,188.76,170.49,185.82,185.82,9238,NVDA
2023-08-24,159.83,163.04,155.11,160.36,160.36,4387,NVDA
2023-08-25,198.97,208.94,196.57,204.36,204.36,9496,NVDA
2023-08-26,127.0,128.3,121.04,124.63,124.63,8607,NVDA
2023-08-27,176.11,180.41,166.43,178.13,178.13,3508,NVDA
2023-08-28,168.71,173.6,162.15,164.76,164.76,2455,NVDA
2023-08-29,124.86,133.31,123.71,124.08,124.08,4925,NVDA
2023-08-30,156.76,158.85,155.61,158.23,158.23,3649,NVDA
2023-08-31,186.59,194.19,180.89,190.44,190.44,1369,NVDA
2023-09-01,174.77,176.65,170.4,170.69,170.69,2632,NVDA
2023-09-02,136.52,142.11,129.0,133.28,133.28,5587,NVDA
2023-09-03,193.76,197.04,186.18,191.81,191.81,4680,NVDA
2023-09-04,151.73,156.29,147.83,152.7,152.7,9409,NVDA
2023-09-05,125.57,129.66,120.23,123.98,123.98,7345,NVDA
2023-09-06,160.85,165.15,153.33,156.45,156.45,4002,NVDA
2023-09-07,178.03,186.3,175.17,175.41,175.41,5173,NVDA
2023-09-08,125.77,130.96,121.03,124.61,124.61,3234,NVDA
2023-09-09,165.55,174.55,162.34,170.15,170.15,4350,NVDA
2023-09-10,133.15,135.6,125.14,133.75,133.75,8042,NVDA
2023-09-11,157.79,162.38,148.99,160.41,160.41,4981,NVDA
2023-09-12,145.29,151.35,135.43,141.58,141.58,2395,NVDA
2023-09-13,174.78,182.56,167.61,179.88,179.88,6457,NVDA
2023-09-14,101.28,108.76,94.5,100.84,100.84,7357,NVDA
2023-09-15,106.17,112.31,98.87,99.92,99.92,7633,NVDA
2023-09-16,112.37,114.18,111.03,112.08,112.08,3533,NVDA
2023-09-17,141.07,146.87,135.57,145.56,145.56,6713,NVDA
2023-09-18,166.06,168.53,158.94,160.91,160.91,4164,NVDA
2023-09-19,189.38,198.58,182.65,186.86,186.86,1686,NVDA
2023-09-20,142.64,146.19,137.36,142.72,142.72,1935,NVDA
2023-09-21,138.85,141.59,132.62,134.77,134.77,9276,NVDA
2023-09-22,126.27,128.32,121.56,124.12,124.12,1109,NVDA
2023-09-23,114.97,119.04,105.27,109.95,109.95,3155,NVDA
2023-09-24,128.94,132.5,126.99,127.27,127.27,6019,NVDA
2023-09-25,138.0,141.26,129.9,138.37,138.37,2905,NVDA
2023-09-26,157.49,161.66,152.04,155.69,155.69,7459,NVDA
2023-09-27,187.06,193.84,181.37,189.69,189.69,6025,NVDA
2023-09-28,118.58,120.3,113.56,116.57,116.57,4710,NVDA
2023-09-29,158.9,161.15,157.04,159.7,159.7,9107,NVDA
2023-09-30,117.01,118.43,113.08,117.31,117.31,8154,NVDA
2023-10-01,167.08,169.81,160.41,161.85,161.85,4885,NVDA
2023-10-02,117.4,125.32,111.13,112.46,112.46,9792,NVDA
2023-10-03,115.91,117.48,107.04,116.6,116.6,4487,NVDA
2023-10-04,100.86,104.57,91.68,91.78,91.78,7934,NVDA
2023-10-05,163.97,168.53,157.05,164.56,164.56,4510,NVDA
2023-10-06,158.76,166.24,152.81,162.65,162.65,3045,NVDA
2023-10-07,178.55,180.88,173.77,180.4,180.4,3152,NVDA
2023-10-08,110.28,120.08,100.49,116.89,116.89,3867,NVDA
2023-10-09,166.32,174.85,164.54,166.56,166.56,4587,NVDA
2023-10-10,160.08,164.41,158.51,161.07,161.07,7258,NVDA
2023-10-11,159.48,167.99,156.49,164.96,164.96,1186,NVDA
2023-10-12,114.83,123.8,107.68,117.55,117.55,4662,NVDA
2023-10-13,151.41,159.12,147.02,156.54,156.54,4919,NVDA
2023-10-14,132.98,136.25,131.45,133.08,133.08,1837,NVDA
2023-10-15,109.04,111.1,107.47,107.74,107.74,2199,NVDA
2023-10-16,114.44,120.12,108.14,108.93,108.93,7970,NVDA
2023-10-17,156.5,161.29,155.2,159.74,159.74,9405,NVDA
2023-10-18,142.68,147.06,137.78,141.76,141.76,9910,NVDA
2023-10-19,179.13,186.76,170.85,178.15,178.15,2258,NVDA
2023-10-20,168.48,176.29,161.58,161.6,161.6,9771,NVDA
2023-10-21,193.08,198.36,186.02,191.58,191.58,8828,NVDA
2023-10-22,100.23,106.44,91.86,99.44,99.44,7543,NVDA
2023-10-23,106.75,114.96,100.73,101.31,101.31,7648,NVDA
2023-10-24,148.48,154.66,145.57,149.23,149.23,8741,NVDA
2023-10-25,157.66,160.85,155.24,157.17,157.17,7286,NVDA
2023-10-26,117.79,124.15,114.37,118.76,118.76,1506,NVDA
2023-10-27,167.56,172.69,158.95,164.4,164.4,7880,NVDA
2023-10-28,110.63,116.9,108.85,113.69,113.69,9545,NVDA
2023-10-29,155.71,159.99,153.29,156.89,156.89,5218,NVDA
2023-10-30,136.74,141.69,129.07,139.22,139.22,5611,NVDA
2023-10-31,181.25,182.43,177.36,178.59,178.59,2175,NVDA
2023-11-01,197.93,201.63,190.34,197.4,197.4,7809,NVDA
2023-11-02,111.56,121.0,109.97,112.37,112.37,3266,NVDA
2023-11-03,105.85,107.33,102.74,103.97,103.97,4600,NVDA
2023-11-04,197.38,207.35,190.29,195.84,195.84,2161,NVDA
2023-11-05,175.47,181.52,166.87,180.65,180.65,1823,NVDA
2023-11-06,150.13,151.71,142.01,144.64,144.64,6580,NVDA
2023-11-07,188.31,190.16,183.32,189.84,189.84,6071,NVDA
2023-11-08,140.32,144.51,137.74,142.35,142.35,1537,NVDA
2023-11-09,123.8,132.13,114.34,132.02,132.02,1862,NVDA
2023-11-10,127.96,135.3,124.41,133.14,133.14,2512,NVDA
2023-11-11,147.21,148.69,140.74,143.1,143.1,2703,NVDA
2023-11-12,174.91,180.39,169.72,175.77,175.77,3148,NVDA
2023-11-13,126.04,130.99,117.98,120.58,120.58,5240,NVDA
2023-11-14,156.08,165.03,149.66,151.4,151.4,1422,NVDA
2023-11-15,137.31,141.08,135.13,140.18,140.18,1769,NVDA
2023-11-16,165.19,169.7,162.87,167.08,167.08,7441,NVDA
2023-11-17,125.18,130.24,119.47,120.44,120.44,9215,NVDA
2023-11-18,113.03,119.09,109.7,117.6,117.6,7274,NVDA
2023-11-19,130.44,134.09,125.88,127.18,127.18,4350,NVDA
2023-11-20,126.11,130.69,118.77,130.52,130.52,3694,NVDA
2023-11-21,137.7,140.97,131.19,140.29,140.29,5929,NVDA
2023-11-22,178.61,184.07,171.17,183.94,183.94,6823,NVDA
2023-11-23,128.85,137.27,124.68,133.32,133.32,2358,NVDA
2023-11-24,152.75,161.36,150.37,159.57,159.57,1665,NVDA
2023-11-25,125.29,131.51,115.31,126.75,126.75,9750,NVDA
2023-11-26,145.39,154.39,142.97,152.16,152.16,4987,NVDA
2023-11-27,118.27,119.95,116.5,117.55,117.55,4417,NVDA
2023-11-28,167.2,171.93,161.3,161.67,161.67,3934,NVDA
2023-11-29,126.68,128.22,122.05,127.42,127.42,8509,NVDA
2023-11-30,124.11,133.36,114.21,119.88,119.88,3193,NVDA
2023-12-01,163.29,170.31,155.14,166.1,166.1,2054,NVDA
2023-12-02,165.76,169.73,164.42,167.9,167.9,3678,NVDA
2023-12-03,190.69,199.21,186.21,186.59,186.59,8797,NVDA
2023-12-04,141.77,147.09,135.86,141.46,141.46,8112,NVDA
2023-12-05,165.25,168.63,155.35,158.16,158.16,3689,NVDA
2023-12-06,107.8,110.44,101.76,106.12,106.12,6115,NVDA
2023-12-07,122.01,129.27,117.52,119.32,119.32,7497,NVDA
2023-12-08,118.97,121.94,110.25,110.93,110.93,5279,NVDA
2023-12-09,128.01,134.17,118.6,127.79,127.79,8623,NVDA
2023-12-10,168.4,174.83,167.21,173.58,173.58,3561,NVDA
2023-12-11,127.99,136.15,118.06,131.65,131.65,4737,NVDA
2023-12-12,133.99,143.83,126.06,141.16,141.16,7367,NVDA
2023-12-13,119.69,129.57,116.86,128.65,128.65,6808,NVDA
2023-12-14,136.86,143.64,132.63,142.86,142.86,8101,NVDA
2023-12-15,184.68,189.84,179.89,184.35,184.35,5403,NVDA
2023-12-16,138.46,145.35,133.07,134.22,134.22,4404,NVDA
2023-12-17,158.31,163.44,156.81,160.9,160.9,2337,NVDA
2023-12-18,180.91,186.01,174.84,181.56,181.56,6280,NVDA
2023-12-19,180.76,187.37,178.89,182.43,182.43,4364,NVDA
2023-12-20,157.25,165.49,148.12,153.65,153.65,6582,NVDA
2023-12-21,182.06,185.53,176.28,183.97,183.97,7710,NVDA
2023-12-22,166.99,169.68,165.55,167.39,167.39,4414,NVDA
2023-12-23,124.96,133.11,122.56,130.56,130.56,9176,NVDA
2023-12-24,189.81,198.35,183.4,185.62,185.62,5854,NVDA
2023-12-25,139.1,147.0,132.74,140.17,140.17,5471,NVDA
2023-12-26,117.55,122.59,108.46,115.57,115.57,7679,NVDA
2023-12-27,129.03,132.21,122.11,126.88,126.88,2365,NVDA
2023-12-28,149.86,151.5,140.54,144.99,144.99,5453,NVDA
2023-12-29,168.99,171.5,159.81,171.35,171.35,6466,NVDA
2023-12-30,107.21,108.68,102.51,104.3,104.3,3059,NVDA
2023-12-31,102.68,109.23,99.01,102.35,102.35,7130,NVDA
